SNP	eGene	CHR	POS	SNP_PHENOTYPE	END	First_Level	PHENOTYPE	Metabolism	Locus	Locus name	Entrez Gene Name	Location	Type(s)	Most associated metabolite or ratio	Biochemical locus-metabolite relationship [PMID]	Predicted causal gene	eQTL (gene and tissue)	Complex trait association [PMID]	Metabolite association [PMID]	Inborn error metabolism	Gene/protein classification (DT=drug target, ME=metabolic enzyme, TP=transporter)	ChEMBL ID	Drug information	In development PharmaProjects (preclinical, Phase I to III, pre-registration, registration)	Failed PharmaProjects (Suspended, withdrawn, no development)	split_eQTLs	causal_eGene	split	Overlap
rs8012	CTD-2265	19	12937686	glutaroyl carnitine	12943797	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	DNASE2	19	12986025	glutaroyl carnitine	12992282	Cellular Processes		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	CTD-2192	19	12640582	glutaroyl carnitine	12643787	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	WDR83OS	19	12778885	glutaroyl carnitine	12782170	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	ASF1B	19	14230350	glutaroyl carnitine	14247768	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	RFX1	19	14072350	glutaroyl carnitine	14117851	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	SMARCB1	22	24129150	glutaroyl carnitine	24176689	Organismal Systems, Human Diseases		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	SYMPK	19	46318668	glutaroyl carnitine	46366548	Genetic Information Processing, Cellular Processes		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8018967	ACOT1	14	74003818	X-13215/ X-13671	74010498	Metabolism	Lipid metabolism	True	104	HEATR4	sphingosine-1-phosphate phosphatase 1	Cytoplasm	phosphatase	X-13215/ X-13671	X-13671 is an unknown metabolite. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs8018967	HEATR4	14	73945189	X-13215/ X-13671	74025651	Unknown		False	104	HEATR4	sphingosine-1-phosphate phosphatase 1	Cytoplasm	phosphatase	X-13215/ X-13671	X-13671 is an unknown metabolite. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs8018967	VSX2	14	74706175	X-13215/ X-13671	74729441	Unknown		False	104	HEATR4	sphingosine-1-phosphate phosphatase 1	Cytoplasm	phosphatase	X-13215/ X-13671	X-13671 is an unknown metabolite. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs8018967	ACOT2	14	74034324	X-13215/ X-13671	74042357	Metabolism, Organismal Systems	Lipid metabolism	True	104	HEATR4	sphingosine-1-phosphate phosphatase 1	Cytoplasm	phosphatase	X-13215/ X-13671	X-13671 is an unknown metabolite. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs8018967	RP3-414A	14	73983937	X-13215/ X-13671	73987352	Unknown		False	104	HEATR4	sphingosine-1-phosphate phosphatase 1	Cytoplasm	phosphatase	X-13215/ X-13671	X-13671 is an unknown metabolite. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs8018967	ACTN1	14	69340860	X-13215/ X-13671	69446157	Cellular Processes, Organismal Systems, Human Diseases		False	104	HEATR4	sphingosine-1-phosphate phosphatase 1	Cytoplasm	phosphatase	X-13215/ X-13671	X-13671 is an unknown metabolite. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs8018967	VMP1	17	57784553	X-13215/ X-13671	57918453	Cellular Processes		False	104	HEATR4	sphingosine-1-phosphate phosphatase 1	Cytoplasm	phosphatase	X-13215/ X-13671	X-13671 is an unknown metabolite. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs8051149	SLC7A5	16	87863629	kynurenine	87903094	Environmental Information Processing, Human Diseases		False	124	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5	Plasma Membrane	transporter	kynurenine	SLC7A5 encodes LAT1 which mediates tryptophan/kynurenine exchange [17896864]	SLC7A5	SLC7A5-FAT,SLC7A5-Skin	NA	NA	NA	TP	CHEMBL4459	No specific drug is associated with this transporter; compounds and approved drugs with low activity in ChEMBL	1	4	SLC7A5 FAT SLC7A5 Skin	True	SLC7A5	True
rs8051149	RP4-536B	16	87870254	kynurenine	87871269	Unknown		False	124	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5	Plasma Membrane	transporter	kynurenine	SLC7A5 encodes LAT1 which mediates tryptophan/kynurenine exchange [17896864]	SLC7A5	SLC7A5-FAT,SLC7A5-Skin	NA	NA	NA	TP	CHEMBL4459	No specific drug is associated with this transporter; compounds and approved drugs with low activity in ChEMBL	1	4	SLC7A5 FAT SLC7A5 Skin	True	SLC7A5	False
rs8051149	ABCC1	16	16043434	kynurenine	16236931	Environmental Information Processing, Organismal Systems, Human Diseases		False	124	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5	Plasma Membrane	transporter	kynurenine	SLC7A5 encodes LAT1 which mediates tryptophan/kynurenine exchange [17896864]	SLC7A5	SLC7A5-FAT,SLC7A5-Skin	NA	NA	NA	TP	CHEMBL4459	No specific drug is associated with this transporter; compounds and approved drugs with low activity in ChEMBL	1	4	SLC7A5 FAT SLC7A5 Skin	True	SLC7A5	False
rs8051149	STRADA	17	61780192	kynurenine	61819330	Environmental Information Processing		False	124	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5	Plasma Membrane	transporter	kynurenine	SLC7A5 encodes LAT1 which mediates tryptophan/kynurenine exchange [17896864]	SLC7A5	SLC7A5-FAT,SLC7A5-Skin	NA	NA	NA	TP	CHEMBL4459	No specific drug is associated with this transporter; compounds and approved drugs with low activity in ChEMBL	1	4	SLC7A5 FAT SLC7A5 Skin	True	SLC7A5	False
rs8051149	CDH1	16	68771128	kynurenine	68869451	Environmental Information Processing, Cellular Processes, Human Diseases		False	124	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5	Plasma Membrane	transporter	kynurenine	SLC7A5 encodes LAT1 which mediates tryptophan/kynurenine exchange [17896864]	SLC7A5	SLC7A5-FAT,SLC7A5-Skin	NA	NA	NA	TP	CHEMBL4459	No specific drug is associated with this transporter; compounds and approved drugs with low activity in ChEMBL	1	4	SLC7A5 FAT SLC7A5 Skin	True	SLC7A5	False
rs8051149	CLEC16A	16	11038345	kynurenine	11276046	Unknown		False	124	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5	Plasma Membrane	transporter	kynurenine	SLC7A5 encodes LAT1 which mediates tryptophan/kynurenine exchange [17896864]	SLC7A5	SLC7A5-FAT,SLC7A5-Skin	NA	NA	NA	TP	CHEMBL4459	No specific drug is associated with this transporter; compounds and approved drugs with low activity in ChEMBL	1	4	SLC7A5 FAT SLC7A5 Skin	True	SLC7A5	False
rs8056893	PRMT7	16	68344877	lysine/ glutaroyl carnitine	68392230	Unknown		False	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8056893	NFATC3	16	68118654	lysine/ glutaroyl carnitine	68255187	Environmental Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8056893	PLA2G15	16	68279207	lysine/ glutaroyl carnitine	68294961	Metabolism, Cellular Processes	Lipid metabolism	True	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8056893	SMPD3	16	68392457	lysine/ glutaroyl carnitine	68482591	Metabolism	Lipid metabolism	True	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8056893	SLC7A6	16	68298433	lysine/ glutaroyl carnitine	68335722	Unknown		False	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	True
rs8056893	NRN1L	16	67918708	lysine/ glutaroyl carnitine	67922758	Unknown		False	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8056893	ZFP90	16	68563993	lysine/ glutaroyl carnitine	68609975	Unknown		False	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8056893	CES4A	16	67022492	lysine/ glutaroyl carnitine	67043661	Unknown		False	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8056893	CMIP	16	81478775	lysine/ glutaroyl carnitine	81745367	Unknown		False	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8056893	ZNF317	19	9251056	lysine/ glutaroyl carnitine	9274100	Unknown		False	123	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Plasma Membrane	transporter	lysine/ glutaroyl carnitine	SLC7A6 encodes the y+LAT-2 amino acid transporter, which has several amino acid substrates, including lysine [10903140].  Glutaryl‐CoA is an intermediate in the metabolism of lysine and tryptophan [16602100]. Ratio interpretation: n/a,	SLC7A6	PLA2G15-FAT,PLA2G15-LCL,PLA2G15-Skin,ZFP90-LCL	NA	glutaroyl carnitine/lysine [21886157]	NA	NA	NA	NA	NA	NA	PLA2G15 FAT PLA2G15 LCL PLA2G15 Skin ZFP90 LCL	False	SLC7A6	False
rs8101881	CEP89	19	33369902	homocitrulline	33462897	Unknown		False	134	SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	homocitrulline	SLC7A9 associates with urine levels of lysine [21572414].  Mitochondria can convert lysine to homocitrulline through the action of a lysine transcarbamylase, although the enzyme responsible for this activity has not yet been identified [6409607]	SLC7A9	SLC7A9-FAT,SLC7A9-Skin	Chronic kidney disease [20383146]	Urinary metabolites [21572414]	Cystinuria type B	NA	NA	NA	NA	NA	SLC7A9 FAT SLC7A9 Skin	True	SLC7A9	False
rs8101881	SLC7A9	19	33321415	homocitrulline	33360672	Organismal Systems		False	134	SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	homocitrulline	SLC7A9 associates with urine levels of lysine [21572414].  Mitochondria can convert lysine to homocitrulline through the action of a lysine transcarbamylase, although the enzyme responsible for this activity has not yet been identified [6409607]	SLC7A9	SLC7A9-FAT,SLC7A9-Skin	Chronic kidney disease [20383146]	Urinary metabolites [21572414]	Cystinuria type B	NA	NA	NA	NA	NA	SLC7A9 FAT SLC7A9 Skin	True	SLC7A9	True
rs8101881	NUDT19	19	33182867	homocitrulline	33204702	Cellular Processes		False	134	SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	homocitrulline	SLC7A9 associates with urine levels of lysine [21572414].  Mitochondria can convert lysine to homocitrulline through the action of a lysine transcarbamylase, although the enzyme responsible for this activity has not yet been identified [6409607]	SLC7A9	SLC7A9-FAT,SLC7A9-Skin	Chronic kidney disease [20383146]	Urinary metabolites [21572414]	Cystinuria type B	NA	NA	NA	NA	NA	SLC7A9 FAT SLC7A9 Skin	True	SLC7A9	False
rs8101881	C19orf40	19	33463115	homocitrulline	33469128	Unknown		False	134	SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	homocitrulline	SLC7A9 associates with urine levels of lysine [21572414].  Mitochondria can convert lysine to homocitrulline through the action of a lysine transcarbamylase, although the enzyme responsible for this activity has not yet been identified [6409607]	SLC7A9	SLC7A9-FAT,SLC7A9-Skin	Chronic kidney disease [20383146]	Urinary metabolites [21572414]	Cystinuria type B	NA	NA	NA	NA	NA	SLC7A9 FAT SLC7A9 Skin	True	SLC7A9	False
rs8101881	PDCD5	19	33071974	homocitrulline	33078358	Unknown		False	134	SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	homocitrulline	SLC7A9 associates with urine levels of lysine [21572414].  Mitochondria can convert lysine to homocitrulline through the action of a lysine transcarbamylase, although the enzyme responsible for this activity has not yet been identified [6409607]	SLC7A9	SLC7A9-FAT,SLC7A9-Skin	Chronic kidney disease [20383146]	Urinary metabolites [21572414]	Cystinuria type B	NA	NA	NA	NA	NA	SLC7A9 FAT SLC7A9 Skin	True	SLC7A9	False
rs8101881	TDRD12	19	33210659	homocitrulline	33320483	Unknown		False	134	SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	homocitrulline	SLC7A9 associates with urine levels of lysine [21572414].  Mitochondria can convert lysine to homocitrulline through the action of a lysine transcarbamylase, although the enzyme responsible for this activity has not yet been identified [6409607]	SLC7A9	SLC7A9-FAT,SLC7A9-Skin	Chronic kidney disease [20383146]	Urinary metabolites [21572414]	Cystinuria type B	NA	NA	NA	NA	NA	SLC7A9 FAT SLC7A9 Skin	True	SLC7A9	False
rs835154	ANKH	5	14704910	citrate	14871887	Unknown		False	40	ANKH	ankylosis, progressive homolog (mouse)	Plasma Membrane	transporter	citrate	Citrate is a Krebs cycle intermediate	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs835154	CACNA1C	12	2079952	citrate	2802108	Environmental Information Processing, Organismal Systems, Human Diseases		False	40	ANKH	ankylosis, progressive homolog (mouse)	Plasma Membrane	transporter	citrate	Citrate is a Krebs cycle intermediate	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs887829	UGT1A6	2	234601512	biliverdin	234664997	Metabolism, Human Diseases	Xenobiotics biodegradation and metabolism	True	23	UGT1A1	UDP glucuronosyltransferase 1 family, polypeptide A1	Cytoplasm	enzyme	biliverdin	UGT1A1 encodes an enzyme with bilirubin glucuronidating activity [1898728].  Bilirubin is derived from biliverdin.	UGT1A1	NA	Bilirubin levels [21646302,23371916,19419973,22085899,19414484]; Cholelithiasis-related traits in sickle cell anemia [22558097]; Circulating cell-free DNA [22511988];	bilirubin (E,E)*/oleoylcarnitine [21886157]; X-11530,X-11441,X-11793,X-11442 [23093944]; Xanthurenate [23823483]	Crigler-Najjar syndrome (CNS); Gilbert's syndrome	ME	CHEMBL1287617	Substrate: Irinotecan is a topoisomerase I inhibitor used primarily to treat colorectal cancer. The UGT1A1*28 allele has been associated to toxicity.	NA	NA	NA	False	UGT1A1	False
